位置,手牌,大桶,FullEV,DLEv,DLEv_corrected,DLEv偏差%,修正后偏差%
OOP,7d6d,桶3:中等成牌,14.39,18.85,14.37,+31.0%,-0.2%
OOP,7h6h,桶3:中等成牌,14.39,18.85,14.37,+31.0%,-0.2%
OOP,7c5c,桶5:常规强听牌,14.47,13.21,14.15,-8.7%,-2.2%
OOP,7d5d,桶5:常规强听牌,14.47,13.21,14.15,-8.7%,-2.2%
OOP,7h5h,桶5:常规强听牌,14.47,13.21,14.15,-8.7%,-2.2%
OOP,9c6c,桶3:中等成牌,14.65,19.00,14.48,+29.7%,-1.2%
OOP,9d6d,桶3:中等成牌,14.65,19.00,14.48,+29.7%,-1.2%
OOP,9h6h,桶3:中等成牌,14.65,19.00,14.48,+29.7%,-1.2%
OOP,9c7c,桶5:常规强听牌,15.46,14.70,15.74,-5.0%,+1.8%
OOP,9d7d,桶5:常规强听牌,15.46,14.70,15.74,-5.0%,+1.8%
OOP,9h7h,桶5:常规强听牌,15.46,14.70,15.74,-5.0%,+1.8%
OOP,8c5c,桶3:中等成牌,16.63,21.08,16.06,+26.7%,-3.4%
OOP,8d5d,桶3:中等成牌,16.63,21.08,16.06,+26.7%,-3.4%
OOP,8h5h,桶3:中等成牌,16.63,21.08,16.06,+26.7%,-3.4%
OOP,8c7c,桶2:中等顶对,16.83,21.47,16.21,+27.6%,-3.7%
OOP,8d7d,桶2:中等顶对,16.83,21.47,16.21,+27.6%,-3.7%
OOP,8h7h,桶2:中等顶对,16.83,21.47,16.21,+27.6%,-3.7%
OOP,9c8c,桶2:中等顶对,17.48,22.27,16.81,+27.4%,-3.8%
OOP,9d8d,桶2:中等顶对,17.48,22.27,16.81,+27.4%,-3.8%
